date,inception_return,one_day_return,one_month_return,one_week_return,one_year_return,portfolio,ytd_return
2025-02-27,48.9004,-1.34912,-1.94962,-2.78666,22.4721,core,1.29462
2025-02-26,50.9367,0.655775,-0.724556,-1.65879,25.0313,core,2.67989
2025-02-25,49.9533,0.0442558,-3.45853,-2.48327,25.2034,core,2.01093
2025-02-24,49.887,-0.306629,-3.50123,-2.2275,25.0964,core,1.9658
2025-02-21,50.348,-1.84153,-3.23994,-1.92678,26.0078,core,2.27942
2025-02-20,53.1687,-0.204577,-0.995813,-0.769297,29.2066,core,4.19827
2025-02-19,53.4827,-0.188108,-0.886089,0.0487661,29.5565,core,4.41187
2025-02-18,53.7719,0.306658,-0.212126,-0.49006,29.6248,core,4.60865
2025-02-14,53.3018,-0.683045,0.866728,-0.353441,28.4317,core,4.28884
2025-02-13,54.3561,0.618142,3.49899,-0.22627,30.0436,core,5.00608
2025-02-12,53.4078,-0.725658,3.23628,-0.634223,31.2038,core,4.36098
2025-02-11,54.5292,-0.696071,3.23466,0.354866,30.5759,core,5.12382
2025-02-10,55.6124,1.14844,3.95828,0.0390798,31.3784,core,5.86068
2025-02-07,53.8455,-0.556295,3.64373,-0.212421,29.9176,core,4.65874
2025-02-06,54.7062,0.206737,3.84471,0.331819,30.2583,core,5.24421
2025-02-05,54.387,0.262521,2.23396,1.21102,30.0363,core,5.02708
2025-02-04,53.9828,-1.00855,3.06587,1.39711,30.8062,core,4.75209
2025-02-03,55.5516,0.894146,4.11593,2.31079,31.7299,core,5.81933
2025-01-31,54.173,-0.0139306,5.73926,-0.741835,30.1453,core,4.88154
2025-01-30,54.1945,1.08484,5.75399,-1.11297,31.476,core,4.89615
2025-01-29,52.5397,0.446871,4.13808,-1.82941,29.4578,core,3.77041
2025-01-28,51.8611,-0.116549,2.86083,-1.84099,28.8598,core,3.30875
2025-01-27,52.0383,-2.11621,2.98085,-1.81881,29.5101,core,3.4293
2025-01-24,55.3253,-0.387786,4.81655,0.795924,31.9574,core,5.6654
2025-01-23,55.93,0.352473,5.2246,1.97948,33.9645,core,6.07675
2025-01-22,55.3823,0.435023,5.56963,2.23562,33.3273,core,5.70417
2025-01-21,54.7093,-0.0939762,5.45718,3.73579,33.1159,core,5.24632
2025-01-20,54.8548,0.4906,5.55638,4.21002,33.2402,core,5.34532
2025-01-17,54.0988,0.781875,5.92642,2.94712,33.34,core,4.83102
2025-01-16,52.9033,0.604519,3.42017,2.90188,32.9586,core,4.01773
2025-01-15,51.9845,1.90877,2.54324,2.38997,31.6208,core,3.3927
2025-01-14,49.1378,0.362748,0.541409,0.107008,28.7231,core,1.45614
2025-01-13,48.5988,-0.727222,0.178015,-1.59897,28.5238,core,1.08944
2025-01-10,49.6873,0.737585,0.171439,0.190786,29.721,core,1.82997
2025-01-09,48.5913,0.10404,-0.171991,1.08439,28.8096,core,1.08439
2025-01-08,48.4369,-0.363463,-0.452426,1.80514,29.3387,core,0.979326
2025-01-07,48.9784,-1.34759,-0.309674,2.17651,29.5548,core,1.34769
2025-01-06,51.0134,1.07839,1.05209,3.09609,32.1078,core,2.73209
2025-01-03,49.4023,1.63606,0.0920293,1.19539,30.9082,core,1.63606
2025-01-02,46.9973,0.817805,-0.872796,-0.851732,29.0448,core,-
2024-12-31,45.8049,-0.459727,-1.72968,-1.60799,27.3555,core,28.0012
2024-12-30,46.4783,-0.785115,-1.27582,-0.479896,27.9437,core,28.5924
2024-12-27,47.6374,-0.419975,-0.0656793,0.636686,28.9032,core,29.61
2024-12-26,48.2601,0.0488139,-0.141873,1.491,29.5374,core,30.1566
2024-12-24,48.1878,0.681531,1.38565,0.230707,28.9715,core,30.0931
2024-12-23,47.1847,0.328043,0.699348,-0.695202,28.0985,core,29.2125
2024-12-20,46.7034,0.42537,1.6752,-1.09974,27.2097,core,28.79
2024-12-19,46.082,0.415743,0.782213,-1.72281,27.4053,core,28.2445
2024-12-18,45.4772,-1.60265,0.328629,-2.64599,25.5051,core,27.7135
2024-12-17,47.8467,-0.248543,2.52138,-0.672281,28.5354,core,29.7937
2024-12-16,48.215,-0.0806681,2.77682,-0.601211,28.8893,core,30.117
2024-12-13,48.3347,-0.207307,2.7211,-0.740398,28.2715,core,30.2221
2024-12-12,48.6429,-0.527526,2.92426,-0.456289,29.1607,core,30.4926
2024-12-11,49.4311,0.392214,3.06511,0.111361,31.5788,core,31.1846
2024-12-10,48.8473,-0.17717,2.80339,0.37476,31.2919,core,30.6721
2024-12-09,49.1115,-0.220584,2.98586,0.654871,31.7476,core,30.9041
2024-12-06,49.4412,0.0783273,4.14615,0.721093,32.299,core,31.1934
2024-12-05,49.3242,0.039719,5.26443,1.12267,32.3629,core,31.0908
2024-12-04,49.2649,0.656351,6.25113,1.03594,32.3721,core,31.0387
2024-12-03,48.2916,0.101401,4.71797,-0.120653,32.0139,core,30.1843
2024-12-02,48.1414,-0.154937,4.61189,0.98442,31.0236,core,30.0524
2024-11-29,48.3713,0.477338,4.11277,1.5112,32.1917,core,30.2542
2024-11-28,47.6664,-0.0460769,3.48338,1.2993,31.8187,core,29.6354
2024-11-27,47.7345,-0.495899,3.37223,2.3898,31.9775,core,29.6952
2024-11-26,48.4707,1.20893,4.43386,2.4302,32.5537,core,30.3415
2024-11-25,46.6973,0.365895,3.1864,1.17005,30.638,core,28.7846
2024-11-22,46.1625,0.267596,3.17117,1.3535,30.2526,core,28.3151
2024-11-21,45.7724,1.02995,2.2931,0.855154,29.7921,core,27.9727
2024-11-20,44.2863,-0.456641,1.18475,-0.0823865,28.775,core,26.668
2024-11-19,44.9482,-0.036192,1.20931,0.365993,29.393,core,27.2491
2024-11-18,45.0007,0.547891,1.24596,0.00935268,29.7624,core,27.2952
2024-11-15,44.2106,-0.225414,1.21777,-0.399051,29.8441,core,26.6015
2024-11-14,44.5364,0.0907794,2.02362,-0.36115,30.3863,core,26.8876
2024-11-13,44.4053,-0.00994136,1.77994,0.63663,29.3782,core,26.7725
2024-11-12,44.4196,-0.391403,2.29248,1.80701,31.4268,core,26.7851
2024-11-11,44.9871,0.137288,2.69443,3.20607,32.0809,core,27.2833
2024-11-08,44.7883,-0.187448,3.59551,2.24411,32.9656,core,27.1088
2024-11-07,45.0603,1.09309,3.99671,2.5803,32.6632,core,27.3475
2024-11-06,43.4918,1.15292,3.40737,0.688805,31.7573,core,25.9705
2024-11-05,41.8563,0.977447,1.83478,-0.588305,30.4185,core,24.5347
2024-11-04,40.4831,-0.796076,0.849033,-1.70165,28.4758,core,23.3293
2024-11-01,41.6105,0.140746,2.0988,-0.39164,30.0238,core,24.3189
2024-10-31,41.4114,-0.770982,1.7067,-0.617106,31.7312,core,24.1442
2024-10-30,42.5102,-0.130074,2.79856,0.593125,34.7586,core,25.1088
2024-10-29,42.6958,-0.153429,3.38123,0.134144,34.905,core,25.2717
2024-10-28,42.915,0.525997,3.54009,0.223104,36.0181,core,25.4642
2024-10-25,42.1672,-0.0859247,3.68073,-0.732478,34.6784,core,24.8077
2024-10-24,42.2895,0.437375,3.24453,0.126027,34.7636,core,24.9151
2024-10-23,41.6699,-0.585756,2.80401,-0.56548,33.2737,core,24.3711
2024-10-22,42.5046,-0.0647243,3.76547,0.589464,34.5105,core,25.1039
2024-10-21,42.5969,-0.432473,3.83268,0.505348,34.6711,core,25.1849
2024-10-18,43.2163,0.778172,6.12004,1.44013,34.4442,core,25.7287
2024-10-17,42.1104,-0.256282,5.0654,1.4174,32.6529,core,24.7578
2024-10-16,42.4755,0.568952,5.34886,1.94071,31.7116,core,25.0784
2024-10-15,41.6695,-0.148293,5.30398,1.56581,30.813,core,24.3708
2024-10-14,41.8799,0.493585,5.46037,2.24578,31.3062,core,24.5555
2024-10-11,41.1831,0.75559,6.1599,1.35149,30.8617,core,23.9437
2024-10-10,40.1243,0.258389,6.21533,1.19701,29.0286,core,23.0142
2024-10-09,39.7632,0.199104,6.15753,0.766924,29.1582,core,22.6972
2024-10-08,39.4854,0.520197,6.9201,0.321481,29.4709,core,22.4534
2024-10-07,38.7636,-0.38538,6.36678,0.0960006,28.9868,core,21.8197
2024-10-04,39.3004,0.602019,5.60443,0.921353,30.1112,core,22.291
2024-10-03,38.4668,-0.167707,5.12218,0.35922,29.7086,core,21.5592
2024-10-02,38.6994,-0.243828,3.715,1.1517,30.6945,core,21.7634
2024-10-01,39.0385,0.29427,3.96851,0.885586,30.1372,core,22.061
2024-09-30,38.6305,0.436003,3.66346,0.598463,29.2639,core,21.7028
2024-09-27,38.0287,0.0416646,4.21858,0.506314,28.55,core,21.1745
2024-09-26,37.9712,0.620613,3.64934,1.30176,28.9948,core,21.1241
2024-09-25,37.1202,-0.506271,3.05299,1.60301,28.5145,core,20.377
2024-09-24,37.818,0.00883029,3.17607,1.89189,27.9682,core,20.9895
2024-09-23,37.8058,0.344003,3.16696,1.89596,28.0652,core,20.9788
2024-09-20,37.3334,0.833434,3.11304,2.08088,27.7954,core,20.5641
2024-09-19,36.1982,0.919836,2.61665,1.814,25.3683,core,19.5676
2024-09-18,34.9569,-0.223384,1.20861,1.47822,23.5941,core,18.4778
2024-09-17,35.259,0.0128242,1.64664,2.5274,22.9499,core,18.743
2024-09-16,35.2417,0.526105,1.63361,2.72321,23.1008,core,18.7278
2024-09-13,34.5339,0.569818,2.27542,3.12456,21.648,core,18.1064
2024-09-12,33.7716,0.587004,1.71323,1.79995,21.8677,core,17.4373
2024-09-11,32.991,0.808203,1.89869,0.821182,21.0993,core,16.7519
2024-09-10,31.9247,0.20383,1.07001,0.155509,19.7364,core,15.8159
2024-09-09,31.6564,0.918872,0.864417,-1.55157,19.6383,core,15.5803
2024-09-06,30.4576,-0.721978,1.19654,-2.44795,18.751,core,14.5279
2024-09-05,31.4064,-0.380102,1.41029,-1.17328,19.2955,core,15.3608
2024-09-04,31.9077,0.142616,1.94566,-0.403041,19.5451,core,15.801
2024-09-03,31.7199,-1.50408,0.926334,-1.04689,19.0876,core,15.6361
2024-08-30,33.7313,0.575248,-0.20302,0.116643,21.3698,core,17.4019
2024-08-29,32.9664,0.396316,0.595304,0.434533,20.5012,core,16.7304
2024-08-28,32.4415,-0.504762,0.159115,-0.559844,20.2334,core,16.2696
2024-08-27,33.1134,0.0416926,0.697178,0.292464,22.2008,core,16.8595
2024-08-26,33.058,-0.387449,0.655212,-0.215427,22.8614,core,16.8108
2024-08-23,33.5755,0.894595,2.21147,0.381507,24.3751,core,17.2651
2024-08-22,32.3911,-0.597683,0.193854,-0.386439,22.2575,core,16.2253
2024-08-21,33.1872,0.348018,1.1237,1.25164,24.2949,core,16.9242
2024-08-20,32.7253,-0.464929,1.72602,0.917646,23.7022,core,16.5187
2024-08-19,33.3452,0.208457,2.20118,2.17015,24.2713,core,17.0629
2024-08-16,33.0678,0.122724,1.43752,1.94577,24.1802,core,16.8194
2024-08-15,32.9047,1.03692,0.323055,2.06731,23.6616,core,16.6762
2024-08-14,31.5408,0.0170061,-0.0643565,2.03673,22.0089,core,15.4788
2024-08-13,31.5184,0.770412,0.0464816,1.49675,20.8371,core,15.4592
2024-08-12,30.5129,-0.0116108,-0.718396,0.867658,19.9002,core,14.5765
2024-08-09,30.5281,0.242088,-0.156939,0.0131339,19.9646,core,14.5898
2024-08-08,30.2128,1.00665,0.216004,-1.24909,19.542,core,14.313
2024-08-07,28.9151,-0.512286,-1.01096,-3.79711,18.476,core,13.1738
2024-08-06,29.5789,0.14582,-0.399758,-1.9675,18.719,core,13.7565
2024-08-05,29.3902,-0.858686,-0.544783,-2.14843,18.9302,core,13.5909
2024-08-02,30.5109,-1.02303,0.112162,-1.27157,20.3744,core,14.5747
2024-08-01,31.8599,-1.59957,1.48073,0.745636,21.7237,core,15.759
2024-07-31,34.0034,1.3798,3.69189,2.53886,22.9979,core,17.6407
2024-07-30,32.1796,-0.0390099,2.17311,0.0337247,20.8941,core,16.0396
2024-07-29,32.2311,0.0297335,2.21298,0.397812,21.3978,core,16.0849
2024-07-26,32.1918,0.999252,2.09425,1.31717,22.2104,core,16.0504
2024-07-25,30.884,0.151916,0.62142,0.475129,20.122,core,14.9022
2024-07-24,30.6854,-1.09702,0.522844,-0.378587,19.9405,core,14.7279
2024-07-23,32.135,0.324813,2.06244,-0.257986,21.1855,core,16.0005
2024-07-22,31.7072,0.945722,1.73201,0.0620836,20.8959,core,15.6249
2024-07-19,30.4733,0.159851,0.652958,-0.748546,19.8772,core,14.5417
2024-07-18,30.265,-0.699054,0.413467,-0.59056,19.1411,core,14.3589
2024-07-17,31.1821,-0.977292,1.45545,0.343326,19.7896,core,15.1639
2024-07-16,32.4768,0.646752,2.48844,1.9584,21.4465,core,16.3005
2024-07-15,31.6255,0.127934,1.82985,1.07023,21.3566,core,15.5532
2024-07-12,31.4573,0.319283,1.22883,1.04404,20.7265,core,15.4055
2024-07-11,31.0389,0.233813,1.24939,0.711368,20.949,core,15.0382
2024-07-10,30.7332,0.616522,0.943468,0.282694,21.4903,core,14.7699
2024-07-09,29.9322,-0.229992,1.43086,-0.00285544,21.3432,core,14.0666
2024-07-08,30.2317,0.101996,1.66468,0.773367,21.5974,core,14.3296
2024-07-05,30.099,-0.0110068,0.674522,0.564871,21.9063,core,14.2131
2024-07-04,30.1133,-0.192828,1.93924,0.375829,21.2495,core,14.2257
2024-07-03,30.3647,0.330023,1.86768,0.683121,20.683,core,14.4464
2024-07-02,29.9359,0.544467,0.929984,-0.107453,20.2582,core,14.0699
2024-07-01,29.2323,-0.105111,0.383429,-0.594938,19.7257,core,13.4522
2024-06-28,29.3682,-0.198967,1.40764,-0.0746249,20.8519,core,13.5716
2024-06-27,29.6262,0.112724,0.728712,-0.0780223,21.444,core,13.798
2024-06-26,29.4802,-0.457779,0.0743253,-0.113147,21.8553,core,13.6698
2024-06-25,30.0757,0.0538006,0.263393,0.267479,23.1442,core,14.1926
2024-06-24,30.0057,0.417766,0.209479,0.545656,23.5441,core,14.1312
2024-06-21,29.4649,-0.20236,0.596307,0.15832,22.6806,core,13.6564
2024-06-20,29.7274,0.0775316,0.668346,0.168011,22.2377,core,13.8868
2024-06-19,29.6269,-0.0784664,1.06603,-0.180689,21.8629,core,13.7986
2024-06-18,29.7287,0.331385,1.22282,0.237009,21.5591,core,13.888
2024-06-17,29.3002,0.0309233,0.888487,-0.163044,20.9473,core,13.5118
2024-06-14,29.2602,-0.192704,0.614137,0.906292,20.2394,core,13.4767
2024-06-13,29.5098,-0.270854,1.57093,0.361647,21.3482,core,13.6958
2024-06-12,29.8615,0.339659,2.53404,0.490744,21.7694,core,14.0046
2024-06-11,29.4219,-0.0690444,1.9804,1.39755,21.7854,core,13.6187
2024-06-10,29.5113,1.10234,2.05086,1.20085,22.2759,core,13.6972
2024-06-07,28.0993,-0.731417,1.2343,-0.496653,20.886,core,12.4575
2024-06-06,29.0431,-0.14257,2.27311,0.400925,22.065,core,13.2861
2024-06-05,29.2273,1.2451,2.61491,1.29719,21.479,core,13.4479
2024-06-04,27.6381,-0.2629,2.27469,-0.816139,20.6858,core,12.0527
2024-06-03,27.9746,-0.593515,2.54428,-1.08938,20.6755,core,12.3481
2024-05-31,28.7386,0.164043,4.18594,-0.767193,21.8087,core,13.0188
2024-05-30,28.5278,0.748848,4.64159,0.0664808,22.4139,core,12.8337
2024-05-29,27.5725,-0.867143,2.83161,-0.874103,21.2315,core,11.9951
2024-05-28,28.6884,-0.537661,3.81682,-0.137904,22.2725,core,12.9747
2024-05-27,29.384,-0.269717,4.37802,0.876704,22.7854,core,13.5854
2024-05-24,29.734,1.00554,4.76084,1.22694,24.1597,core,13.8926
2024-05-23,28.4424,-0.198149,3.35951,0.504087,23.3381,core,12.7588
2024-05-22,28.6974,-0.130893,4.0811,0.176072,23.115,core,12.9827
2024-05-21,28.8661,0.472886,4.58191,1.0661,22.2348,core,13.1307
2024-05-20,28.2596,0.0765394,4.08969,1.26921,21.7279,core,12.5983
2024-05-17,28.1615,0.284267,3.59985,0.987212,21.8853,core,12.5122
2024-05-16,27.7982,-0.523872,3.27974,0.414693,21.6899,core,12.1932
2024-05-15,28.4712,0.756412,3.79913,1.52825,23.0119,core,12.7841
2024-05-14,27.5067,0.674795,2.51135,1.05547,20.6761,core,11.9374
2024-05-13,26.6521,-0.202134,1.82424,0.570002,20.3743,core,11.1871
2024-05-10,26.9086,-0.284267,1.96345,1.69016,21.0286,core,11.4123
2024-05-09,27.2704,0.57928,1.62705,2.4273,21.2902,core,11.7299
2024-05-08,26.5374,0.287227,1.07713,2.40452,20.8638,core,11.0864
2024-05-07,26.175,0.191152,1.09621,2.72605,20.3108,core,10.7682
2024-05-06,25.9343,0.909425,0.903333,1.51111,19.3068,core,10.5569
2024-05-03,24.7993,0.43856,0.0214262,0.679392,18.7866,core,9.56053
2024-05-02,24.2544,0.55691,-0.0688312,0.46315,17.5299,core,9.08214
2024-05-01,23.5662,0.602106,-0.810016,-0.219622,17.1719,core,8.47801
2024-04-30,22.8267,-0.993803,-2.02775,-1.15954,16.331,core,7.82877
2024-04-29,24.0596,0.082636,-1.04432,0.330368,17.0702,core,8.91113
2024-04-26,23.9572,0.222835,-1.09888,0.598042,17.696,core,8.82121
2024-04-25,23.6816,-0.126499,-0.78242,0.280527,22.8767,core,8.57925
2024-04-24,23.8382,-0.345558,-0.751796,0.105114,22.7696,core,8.71678
2024-04-23,24.2676,0.498608,0.0513389,0.426517,21.9671,core,9.09376
2024-04-22,23.6511,0.349649,-0.445051,-0.0953191,22.1989,core,8.55251
2024-04-19,23.2203,-0.0934953,-0.715368,-0.934854,21.8766,core,8.17428
